assessment_name	assessment_number_questions	assessment_version	question_label	question_text	question_behavioral_trait	question_behavioral_trait_id	question_behavioral_trait_synset	question_direction	question_id	question_datatype	question_options
Chapman Scales - Physical Anhedonia	61		CHAPPHY31	31. I have often felt uncomfortable when my friends touch me.	sensitivity: (physiology) responsiveness to external stimuli; the faculty of sensation (n)	b3baa3fc-e115-4a84-8436-be5e39d15fa1	sensitivity.n.01	positive	793	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY32	32. I have never found a thunderstorm exhilarating.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	positive	794	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY33	33. Standing on a high place and looking out over the view is very exciting.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	negative	795	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY34	34. I have often found walks to be relaxing and enjoyable.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	negative	796	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY35	35. The sound of the rain falling on the roof has made me feel snug and secure.	secure: free from fear or doubt; easy in mind (a)	cde641b2-f7dc-4d7d-bb9c-ac5f127c28ef	secure.a.01	positive	797	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY37	37. The sound of organ music has often thrilled me.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	negative	799	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY38	38. Beautiful scenery has been a great delight to me.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	negative	800	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY39	39. The first winter snowfall has often looked pretty to me.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	negative	801	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY40	40. Sex is okay, but not as much fun as most people claim it is.	horny: feeling great sexual desire (s)	61f399af-3d9e-41ec-97f5-1924aac577bb	aroused.s.04	negative	802	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY41	41. I have sometimes danced by myself just to feel my body move with the music.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	negative	803	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY42	42. I have seldom cared to sing in the shower.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	positive	804	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY43	43. One food tastes as good as another to me.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	positive	805	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY44	44. On seeing a soft, thick carpet, I have sometimes had the impulse to take off my shoes and walk barefoot on it.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	negative	806	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY45	45. After a busy day, a slow walk has often felt relaxing.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	negative	807	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY46	46. The bright lights of a city are exciting to look at.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	negative	808	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY47	47. The beauty of sunsets is greatly overrated.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	positive	809	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY48	48. It has always made me feel good when someone I care about reaches out to touch me.	sensitivity: (physiology) responsiveness to external stimuli; the faculty of sensation (n)	b3baa3fc-e115-4a84-8436-be5e39d15fa1	sensitivity.n.01	negative	810	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY49	49. I have usually found soft music boring rather than relaxing.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	positive	811	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY50	50. I have usually finished my bath or shower as quickly as possible just to get it over with.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	positive	812	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY51	51. The smell of dinner cooking has hardly ever aroused my appetite.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	positive	813	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY52	52. When I pass by flowers, I have often stopped to smell them.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	negative	814	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY53	53. Sex is the most intensely enjoyable thing in life.	horny: feeling great sexual desire (s)	61f399af-3d9e-41ec-97f5-1924aac577bb	aroused.s.04	positive	815	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY54	54. I think that flying a kite is silly.	childish: indicating a lack of maturity (s)	db2ea2aa-7798-4519-9fdd-71028e5fdb4f	childish.s.01	negative	816	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY55	55. I've never cared to sunbathe; it just makes me hot.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	positive	817	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY56	56. The sounds of a parade have never excited me.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	positive	818	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY57	57. It has often felt good to massage my muscles when they are tired or sore.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	negative	819	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY58	58. When I'm feeling a little sad, singing has often made me feel happier.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	negative	820	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY59	59. A good soap lather when I'm bathing has sometimes soothed and refreshed me.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	negative	821	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY60	60. A brisk walk has sometimes made me feel good all over.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	negative	822	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY61	61. I have been fascinated with the dancing of flames in a fireplace.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	negative	823	LONGINT	undefined
Chapman Scales - Physical Anhedonia	61		CHAPPHY36	36. I like playing with and petting soft little kittens or puppies.	anhedonia: an inability to experience pleasure (n)	00ddcc18-56a3-4a36-99e9-8c054bc0f57e	anhedonia.n.01	negative	798	LONGINT	undefined
Temperament and Character Inventory	135		TCI41T	I often spend money until I run out of cash or get into debt from using too much credit.	spender: someone who spends money prodigally (n)	465b3b43-6113-42c2-ba69-7ed090ee993b	spendthrift.n.01	positive	885	LONGINT	undefined
Temperament and Character Inventory	135		TCI80T	I would probably stay relaxed and outgoing when meeting a group of strangers, even if I were told they are unfriendly.	shy: lacking self-confidence (a)	6d158102-fbd6-4eb3-a64b-e16bac65d8f8	diffident.a.02	negative	923	LONGINT	undefined
Temperament and Character Inventory	135		TCI62P	I like to strive for bigger and better things.	ambitious: having a strong desire for success or achievement (a)	8839516e-c488-4139-8581-57048372d6b5	ambitious.a.01	positive	846	LONGINT	undefined
Temperament and Character Inventory	135		TCI8P	I am usually eager to get going on any job I have to do	prompt: performed with little or no delay (s)	aa0f8014-173b-42fe-a600-b3be861db157	immediate.s.05	positive	828	LONGINT	undefined
Temperament and Character Inventory	135		TCI60P	I have often been called an eager beaver because of my enthusiasm for hard work.	hardworking: characterized by hard work and perseverance (s)	3dade5b2-5b37-469d-b6c7-5db306a09148	hardworking.s.01	positive	829	LONGINT	undefined
Temperament and Character Inventory	135		TCI94P	No matter how hard a job is, I like to get started quickly.	prompt: according to schedule or without delay; on time (s)	fe7e8bf1-c105-4dad-884d-94fc6a8a7882	prompt.s.01	positive	830	LONGINT	undefined
Temperament and Character Inventory	135		TCI114P	I am eager to start work on any assigned duty.	eager: having or showing keen interest or intense desire or impatient expectancy (a)	d081f2d7-1705-4dad-8ee2-adfcc3d52ce7	eager.a.01	positive	831	LONGINT	undefined
Temperament and Character Inventory	135		TCI134P	I often drag my heels a while before starting any project.	procrastinate: postpone or delay needlessly (v)	b4a6fb03-bdfd-427b-a236-e6af6af8c778	procrastinate.v.02	positive	832	LONGINT	undefined
Temperament and Character Inventory	135		TCI189P	I like to go slow in starting work, even if it is easy to do.	deliberate: unhurried and with care and dignity (s)	1476baea-7e0c-4a79-86a5-f68988fd01e3	careful.s.03	positive	833	LONGINT	undefined
Temperament and Character Inventory	135		TCI197P	I like to do a job quickly and then volunteer for more.	industrious: characterized by hard work and perseverance (s)	bf81b7f7-02ab-4e7c-a595-92e8c47c3347	hardworking.s.01	positive	834	LONGINT	undefined
Temperament and Character Inventory	135		TCI200P	I really enjoy keeping busy.	directed: intend (something) to move towards a certain goal (v)	ab95e313-4dd1-436f-ac98-a00ccfde0093	target.v.01	positive	835	LONGINT	undefined
Temperament and Character Inventory	135		TCI240P	I am quick to volunteer when there is something to be done.	volunteering: do volunteer work (v)	5a268f56-2ed1-41f1-9ead-c05f4d5b2115	volunteer.v.03	positive	836	LONGINT	undefined
Temperament and Character Inventory	135		TCI5P	I like a challenge better than easy jobs.	industrious: characterized by hard work and perseverance (s)	bf81b7f7-02ab-4e7c-a595-92e8c47c3347	hardworking.s.01	positive	837	LONGINT	undefined
Temperament and Character Inventory	135		TCI22P	No job is too hard for me to do my best.	hardworking: characterized by hard work and perseverance (s)	3dade5b2-5b37-469d-b6c7-5db306a09148	hardworking.s.01	positive	838	LONGINT	undefined
Temperament and Character Inventory	135		TCI45P	When I fail at something, I become even more determined to do a better job.	determined: characterized by great determination (s)	8b624664-000e-4f12-a370-cfc31573ed14	determined.s.01	positive	839	LONGINT	undefined
Temperament and Character Inventory	135		TCI111P	The harder a job is the more I like it.	industrious: characterized by hard work and perseverance (s)	bf81b7f7-02ab-4e7c-a595-92e8c47c3347	hardworking.s.01	positive	840	LONGINT	undefined
Temperament and Character Inventory	135		TCI140P	I often give up on a job if it takes much longer than I thought it would.	determined: characterized by great determination (s)	8b624664-000e-4f12-a370-cfc31573ed14	determined.s.01	negative	841	LONGINT	undefined
Temperament and Character Inventory	135		TCI163P	When I fail to master something at first, it becomes my personal challenge to succeed.	ambitious: having a strong desire for success or achievement (a)	8839516e-c488-4139-8581-57048372d6b5	ambitious.a.01	positive	842	LONGINT	undefined
Temperament and Character Inventory	135		TCI173P	I often do my best work under difficult circumstances.	hardworking: characterized by hard work and perseverance (s)	3dade5b2-5b37-469d-b6c7-5db306a09148	hardworking.s.01	positive	843	LONGINT	undefined
Temperament and Character Inventory	135		TCI228P	When someone points out my mistakes, I work extra hard to correct them.	improving: to make better (v)	160d7bcf-9485-4fe8-bd30-5052ef20140d	better.v.02	positive	844	LONGINT	undefined
Temperament and Character Inventory	135		TCI37P	I am a very ambitious person.	ambitious: having a strong desire for success or achievement (a)	8839516e-c488-4139-8581-57048372d6b5	ambitious.a.01	positive	845	LONGINT	undefined
Temperament and Character Inventory	135		TCI117P	I often accomplish more than people expect of me.	ambitious: having a strong desire for success or achievement (a)	8839516e-c488-4139-8581-57048372d6b5	ambitious.a.01	positive	848	LONGINT	undefined
Temperament and Character Inventory	135		TCI126P	I am often described as an overachiever.	overachiever: a student who attains higher standards than the IQ indicated (n)	19831de8-8462-46a7-b0fa-758c9dcd9e39	overachiever.n.01	positive	849	LONGINT	undefined
Temperament and Character Inventory	135		TCI153P	I am often described as an underachiever.	overachiever: a student who attains higher standards than the IQ indicated (n)	19831de8-8462-46a7-b0fa-758c9dcd9e39	overachiever.n.01	negative	850	LONGINT	undefined
Temperament and Character Inventory	135		TCI191P	When my work goes unnoticed, I become even more determined to succeed.	ambitious: having a strong desire for success or achievement (a)	8839516e-c488-4139-8581-57048372d6b5	ambitious.a.01	positive	851	LONGINT	undefined
Temperament and Character Inventory	135		TCI202P	I am often successful because of my ambition and hard work.	ambitious: having a strong desire for success or achievement (a)	8839516e-c488-4139-8581-57048372d6b5	ambitious.a.01	positive	852	LONGINT	undefined
Temperament and Character Inventory	135		TCI207P	I am willing to make many sacrifices to be a success.	ambitious: having a strong desire for success or achievement (a)	8839516e-c488-4139-8581-57048372d6b5	ambitious.a.01	positive	853	LONGINT	undefined
Temperament and Character Inventory	135		TCI238P	I want to be the best at everything I do.	perfectionist: a person who is displeased by anything that does not meet very high standards (n)	216fc016-9f27-42c3-9f5c-e86b130f5579	perfectionist.n.01	positive	854	LONGINT	undefined
Temperament and Character Inventory	135		TCI55P	I am usually so determined that I continued to work long after other people have given up.	determined: strongly motivated to succeed (s)	25b65fa1-d73d-4e65-9903-b53e15cc0389	compulsive.s.02	positive	855	LONGINT	undefined
Temperament and Character Inventory	135		TCI76P	I am more hard-working than most people.	hardworking: characterized by hard work and perseverance (s)	3dade5b2-5b37-469d-b6c7-5db306a09148	hardworking.s.01	positive	856	LONGINT	undefined
Temperament and Character Inventory	135		TCI119P	I usually push myself harder than most people do because I want to do as well as I possibly can.	hardworking: characterized by hard work and perseverance (s)	3dade5b2-5b37-469d-b6c7-5db306a09148	hardworking.s.01	positive	857	LONGINT	undefined
Temperament and Character Inventory	135		TCI129P	If something doesn't work as I expected, I am more likely to quit than to keep going for a long time.	hardworking: characterized by hard work and perseverance (s)	3dade5b2-5b37-469d-b6c7-5db306a09148	hardworking.s.01	negative	858	LONGINT	undefined
Temperament and Character Inventory	135		TCI137P	I am more of a perfectionist than most people.	perfectionist: a person who is displeased by anything that does not meet very high standards (n)	216fc016-9f27-42c3-9f5c-e86b130f5579	perfectionist.n.01	positive	859	LONGINT	undefined
Temperament and Character Inventory	135		TCI146P	I could probably accomplish more than I do, but I don't see the point in pushing myself harder than is necessary to get by.	lazy: disinclined to work or exertion (s)	a2e18a9f-d76c-4b44-b4ae-d73bd150666e	faineant.s.01	positive	860	LONGINT	undefined
Temperament and Character Inventory	135		TCI158P	I often push myself to the point of exhaustion or try to do more than I  really can.	hardworking: characterized by hard work and perseverance (s)	3dade5b2-5b37-469d-b6c7-5db306a09148	hardworking.s.01	positive	861	LONGINT	undefined
Temperament and Character Inventory	135		TCI229P	I won't give up what I am doing just because of a long run of unexpected failures.	determined: strongly motivated to succeed (s)	25b65fa1-d73d-4e65-9903-b53e15cc0389	compulsive.s.02	positive	862	LONGINT	undefined
Temperament and Character Inventory	135		TCI1T	I often try new things just for fun or thrills, even if most people think it is a waste of time.	adventurous: willing to undertake or seeking out new and daring enterprises (a)	94255e1e-ebb3-4416-84c8-908a23656fc0	adventurous.a.01	positive	863	LONGINT	undefined
Temperament and Character Inventory	135		TCI29T	I like old tried and true ways of doing things much better than trying  new and improved ways.	routine: an unvarying or habitual method or procedure (n)	7dc17a5c-f35c-4304-ac92-dfee979636e6	routine.n.01	negative	864	LONGINT	undefined
Temperament and Character Inventory	135		TCI52T	In conversations I am much better as a listener than as a talker.	listening: listen and pay attention (v)	51da6a86-ea91-4649-898f-30239770189c	listen.v.02	positive	865	LONGINT	undefined
Temperament and Character Inventory	135		TCI70T	I like to stay at home better than to travel or explore new places.	adventurous: willing to undertake or seeking out new and daring enterprises (a)	94255e1e-ebb3-4416-84c8-908a23656fc0	adventurous.a.01	negative	866	LONGINT	undefined
Temperament and Character Inventory	135		TCI99T	I have a reputation as someone who is very practical and does not act on emotion.	practical: guided by practical experience and observation rather than theory (s)	b04cf275-9b12-4f8b-a4fe-76990d0c6df5	hardheaded.s.02	positive	867	LONGINT	undefined
Temperament and Character Inventory	135		TCI114T	I usually demand very good practical reasons before I am willing to change my old ways of doing things.	practical: guided by practical experience and observation rather than theory (s)	b04cf275-9b12-4f8b-a4fe-76990d0c6df5	hardheaded.s.02	positive	868	LONGINT	undefined
Temperament and Character Inventory	135		TCI144T	I hate to change the way I do things, even if many people tell me there is a new and better way to do it.	routine: an unvarying or habitual method or procedure (n)	7dc17a5c-f35c-4304-ac92-dfee979636e6	routine.n.01	positive	869	LONGINT	undefined
Temperament and Character Inventory	135		TCI167T	I prefer to start conversations, rather than waiting for others to talk to me.	talkative: full of trivial conversation (s)	8bd37ed8-3b0e-4f06-9501-90949922d28e	chatty.s.01	positive	870	LONGINT	undefined
Temperament and Character Inventory	135		TCI191T	I like to explore new ways to do things	intellectual: a person who uses the mind creatively (n)	6828617b-6cc7-4596-a55a-e3821fcedd54	intellectual.n.01	positive	871	LONGINT	undefined
Temperament and Character Inventory	135		TCI211T	I am slower than most people to get excited about new ideas and activities.	adventurous: willing to undertake or seeking out new and daring enterprises (a)	94255e1e-ebb3-4416-84c8-908a23656fc0	adventurous.a.01	negative	872	LONGINT	undefined
Temperament and Character Inventory	135		TCI238T	When nothing new is happening, I usually start looking for something that is thrilling or exciting.	adventurous: willing to undertake or seeking out new and daring enterprises (a)	94255e1e-ebb3-4416-84c8-908a23656fc0	adventurous.a.01	positive	873	LONGINT	undefined
Temperament and Character Inventory	135		TCI13T	I often do things based on how I feel at the moment without thinking about how they were done in the past.	impulsive: characterized by undue haste and lack of thought or deliberation; (`brainish' is archaic) (s)	44d83abe-c45e-4c9d-ba61-5fb034ef4102	hotheaded.s.02	positive	874	LONGINT	undefined
Temperament and Character Inventory	135		TCI35T	It is difficult for me to keep the same interests for a long time because my attention often shifts to something else.	capricious: changeable (s)	dab90b19-3c9e-4b06-9c58-6559c0538056	capricious.s.01	positive	875	LONGINT	undefined
Temperament and Character Inventory	135		TCI61T	I like to think about things for a long time before I make a decision.	deliberate: think about carefully; weigh (v)	72be820d-395c-4d4d-ba83-879cac842317	consider.v.05	positive	876	LONGINT	undefined
Temperament and Character Inventory	135		TCI82T	I usually think about all the facts in detail before I make a decision.	deliberate: discuss the pros and cons of an issue (v)	f3e3d468-0cab-4355-8ca8-640af662b62e	debate.v.03	positive	877	LONGINT	undefined
Temperament and Character Inventory	135		TCI108T	I hate to make decisions based only on my first impressions.	deliberate: think about carefully; weigh (v)	72be820d-395c-4d4d-ba83-879cac842317	consider.v.05	positive	878	LONGINT	undefined
Temperament and Character Inventory	135		TCI130T	I often follow my instincts, hunches, or intuition without thinking through all the details.	impulsive: without forethought (s)	714a1a32-3821-48d3-8244-b9c76aea4810	impulsive.s.02	positive	879	LONGINT	undefined
Temperament and Character Inventory	135		TCI148T	I like to pay close attention to details in everything I do.	meticulous: marked by extreme care in treatment of details (s)	04bc7527-8d6a-4bfc-ab56-2b11fbaf9f43	meticulous.s.02	positive	880	LONGINT	undefined
Temperament and Character Inventory	135		TCI187T	I like to make quick decisions so I can get on with what has to be done.	reactive: reacting to a stimulus (s)	c546d7f3-5128-4c60-9413-fc217648b6c0	reactive.s.02	positive	881	LONGINT	undefined
Temperament and Character Inventory	135		TCI203T	I nearly always think about all the facts in detail before I make a decision, even when other people demand a quick decision.	deliberate: think about carefully; weigh (v)	72be820d-395c-4d4d-ba83-879cac842317	consider.v.05	positive	882	LONGINT	undefined
Temperament and Character Inventory	135		TCI237T	I like to read everything when I am asked to sign any papers.	meticulous: marked by extreme care in treatment of details (s)	04bc7527-8d6a-4bfc-ab56-2b11fbaf9f43	meticulous.s.02	positive	883	LONGINT	undefined
Temperament and Character Inventory	135		TCI19T	I am much more reserved and controlled than most people.	self-control: the trait of resolutely controlling your own behavior (n)	7e514011-eee0-410d-ae23-8126d1ac7b77	self-control.n.02	positive	884	LONGINT	undefined
Temperament and Character Inventory	135		TCI66T	It is hard for me to enjoy spending money on myself, even when I have saved plenty of money.	save: spend less; buy at a reduced price (v)	4de01ff8-3c88-474a-9a33-1314fe01421f	save.v.04	positive	886	LONGINT	undefined
Temperament and Character Inventory	135		TCI109T	I prefer spending money rather than saving it.	spender: someone who spends money prodigally (n)	465b3b43-6113-42c2-ba69-7ed090ee993b	spendthrift.n.01	positive	887	LONGINT	undefined
Temperament and Character Inventory	135		TCI139T	I am better at saving money than most people.	save: spend less; buy at a reduced price (v)	4de01ff8-3c88-474a-9a33-1314fe01421f	save.v.04	positive	888	LONGINT	undefined
Temperament and Character Inventory	135		TCI155T	Because I so often spend too much money on impulse, it is hard for me to save money - even for special plans like a vacation.	spender: someone who spends money prodigally (n)	465b3b43-6113-42c2-ba69-7ed090ee993b	spendthrift.n.01	positive	889	LONGINT	undefined
Temperament and Character Inventory	135		TCI174T	It is fun for me to buy things for myself.	spender: someone who spends money prodigally (n)	465b3b43-6113-42c2-ba69-7ed090ee993b	spendthrift.n.01	positive	890	LONGINT	undefined
Temperament and Character Inventory	135		TCI192T	I enjoy saving money more than spending it on entertainment or thrills.	save: accumulate money for future use (v)	ecd8e261-f19c-46c6-abbc-e3669cbe95e9	save.v.05	positive	891	LONGINT	undefined
Temperament and Character Inventory	135		TCI219T	Some people think I am too stingy or tight with my money.	save: accumulate money for future use (v)	ecd8e261-f19c-46c6-abbc-e3669cbe95e9	save.v.05	positive	892	LONGINT	undefined
Temperament and Character Inventory	135		TCI34T	I like to be very organized and set up rules for people whenever I can.	organized: methodical and efficient in arrangement or function (a)	868f66ca-9938-4eaf-9261-b4ec19842e1e	organized.a.02	positive	893	LONGINT	undefined
Temperament and Character Inventory	135		TCI53T	I lose my temper more quickly than most people.	irritable: easily irritated or annoyed (s)	f45d98bd-5259-432a-9b8b-432df989dbf6	cranky.s.02	positive	894	LONGINT	undefined
Temperament and Character Inventory	135		TCI79T	I like it when people can do whatever they want without strict rules and regulations.	law-abiding: (of individuals) adhering strictly to laws and rules and customs (s)	585c402b-266d-465a-82e5-3c16a34ca3e2	law-abiding.s.01	negative	895	LONGINT	undefined
Temperament and Character Inventory	135		TCI91T	I am usually able to get other people to believe me, even when I know that what I am saying is exaggerated or untrue.	convincing: make (someone) agree, understand, or realize the truth or validity of something (v)	f95dc90c-6762-4d34-9d85-eb187ba93f2d	convert.v.09	positive	896	LONGINT	undefined
Temperament and Character Inventory	135		TCI110T	I can usually do a good job of stretching the truth to tell a funnier story or to play a joke on someone.	deceptive: causing one to believe what is not true or fail to believe what is true (s)	c4436dd1-6147-470e-bb38-98c65f3b32d2	deceptive.s.01	positive	897	LONGINT	undefined
Temperament and Character Inventory	135		TCI141T	Even when most people feel it is not important, I often insist on things being done in a strict and orderly way.	organized: methodical and efficient in arrangement or function (a)	868f66ca-9938-4eaf-9261-b4ec19842e1e	organized.a.02	positive	898	LONGINT	undefined
Temperament and Character Inventory	135		TCI165T	I almost never get so excited that I lose control of myself.	manic: affected with or marked by frenzy or mania uncontrolled by reason (s)	d19cddb4-0763-4250-8b28-4584066f66c7	frenzied.s.01	negative	899	LONGINT	undefined
Temperament and Character Inventory	135		TCI183T	I often break rules and regulations when I think I can get away with it.	law-abiding: (of individuals) adhering strictly to laws and rules and customs (s)	585c402b-266d-465a-82e5-3c16a34ca3e2	law-abiding.s.01	negative	900	LONGINT	undefined
Temperament and Character Inventory	135		TCI204T	I am not very good at talking my way out of trouble when I am caught doing something wrong.	persuasive: intended or having the power to induce action or belief (a)	2cca7141-ecc7-4f4c-a997-4c3e4abd771b	persuasive.a.01	negative	901	LONGINT	undefined
Temperament and Character Inventory	135		TCI212T	I have trouble telling a lie, even when it is meant to spare someone else's feelings	honest: not disposed to cheat or defraud; not deceptive or fraudulent (a)	3b6ba301-0703-4ec7-87cc-bc4ea997a2af	honest.a.01	positive	902	LONGINT	undefined
Temperament and Character Inventory	135		TCI2T	I usually am confident that everything will go well, even in situations that worry most people.	self-confident: showing poise and confidence in your own worth (s)	88ddd4c8-2a97-4e7f-a72c-6c1e9cbc2216	self-assured.s.01	positive	903	LONGINT	undefined
Temperament and Character Inventory	135		TCI20T	I often have to stop what I am doing because I start worrying about what might go wrong.	worried: be worried, concerned, anxious, troubled, or uneasy (v)	c9fdb3e9-38e3-44cc-b00e-a5f5e6817fca	worry.v.01	positive	904	LONGINT	undefined
Temperament and Character Inventory	135		TCI42T	I think I will have very good luck in the future.	optimistic: expecting the best (s)	e60991c6-bebb-410f-af5f-13e1f6698ead	affirmative.s.02	positive	905	LONGINT	undefined
Temperament and Character Inventory	135		TCI65T	Regardless of any temporary problem that I have to overcome, I always think it will turn out well.	optimistic: expecting the best (s)	e60991c6-bebb-410f-af5f-13e1f6698ead	affirmative.s.02	positive	906	LONGINT	undefined
Temperament and Character Inventory	135		TCI81T	Usually I am more worried than most people that something might go wrong in the future.	worried: be worried, concerned, anxious, troubled, or uneasy (v)	c9fdb3e9-38e3-44cc-b00e-a5f5e6817fca	worry.v.01	positive	907	LONGINT	undefined
Temperament and Character Inventory	135		TCI112T	If I am embarrassed or humiliated, I get over it very quickly.	embarrassed: made to feel uncomfortable because of shame or wounded pride (s)	0629848b-5151-4edd-b890-f61ae5e0954d	embarrassed.s.02	negative	908	LONGINT	undefined
Temperament and Character Inventory	135		TCI119T	I nearly always stay relaxed and carefree, even when nearly everyone else is fearful.	relaxed: without strain or anxiety (a)	1f9f4c91-0816-4f02-bccd-967faea2dfb4	relaxed.a.01	positive	909	LONGINT	undefined
Temperament and Character Inventory	135		TCI149T	I often stop what I am doing because I get worried, even when my friends tell me everything will go well.	worried: be worried, concerned, anxious, troubled, or uneasy (v)	c9fdb3e9-38e3-44cc-b00e-a5f5e6817fca	worry.v.01	positive	910	LONGINT	undefined
Temperament and Character Inventory	135		TCI164T	I never worry about terrible things that might happen in the future	worried: be worried, concerned, anxious, troubled, or uneasy (v)	c9fdb3e9-38e3-44cc-b00e-a5f5e6817fca	worry.v.01	negative	911	LONGINT	undefined
Temperament and Character Inventory	135		TCI188T	I usually have good luck in whatever I try to do.	optimistic: expecting the best (s)	e60991c6-bebb-410f-af5f-13e1f6698ead	affirmative.s.02	positive	912	LONGINT	undefined
Temperament and Character Inventory	135		TCI225T	Things often go wrong for me unless I am very careful.	worried: afflicted with or marked by anxious uneasiness or trouble or grief (s)	39a0d59d-1ec6-441e-8bc8-a7c253c7892d	disquieted.s.01	positive	913	LONGINT	undefined
Temperament and Character Inventory	135		TCI12T	I often feel tense and worried in unfamiliar situations, even when others feel there is little to worry about.	worried: be worried, concerned, anxious, troubled, or uneasy (v)	c9fdb3e9-38e3-44cc-b00e-a5f5e6817fca	worry.v.01	positive	914	LONGINT	undefined
